,exp_id,accuracy,earliness,hm
0,basic_0.1,0.9152071277300516,0.016207747161388397,0.948214590549469
1,basic_0.01,0.9165889819463094,0.032809620102246605,0.9411566456158956
2,basic_0.001,0.918890376885732,0.05250543852647146,0.9328361749649048
3,basic_0.0001,0.9221170345942179,0.07382751752932866,0.9240558743476868
4,basic_0.00001,0.9235001603762308,0.08102034280697505,0.9212132096290588
