Chatting 1,75.0,225.0,1.4201680672268908,47.075630252100844,44.0,233.0,1.9423076923076923,194.34615384615384,12.0,250.0,0.3488372093023256,182.51937984496124,50.0,250.0,3.25,294.925,79.0,284.0,2.9655172413793105,171.5344827586207,
Chatting 2,39.0,90.0,0.7310924369747899,36.285714285714285,28.0,84.0,1.1346153846153846,88.42307692307692,5.0,86.0,0.13953488372093023,108.89147286821705,15.0,77.0,0.875,139.15,37.0,98.0,1.1982758620689655,86.91379310344827,
Chatting 3,6.0,44.0,0.10084033613445378,26.03361344537815,1.0,36.0,0.038461538461538464,30.53846153846154,1.0,50.0,0.046511627906976744,42.51937984496124,0.0,43.0,0.0,83.3,5.0,52.0,0.27586206896551724,48.62068965517241,
Chatting 4,39.0,71.0,1.1512605042016806,23.327731092436974,8.0,74.0,0.3076923076923077,45.78846153846154,4.0,69.0,0.3798449612403101,56.89922480620155,28.0,85.0,1.6,60.875,3.0,63.0,0.10344827586206896,33.12068965517241,
Chatting 5,1.0,5.0,0.03361344537815126,3.1596638655462184,0.0,4.0,0.0,3.75,0.0,5.0,0.0,6.116279069767442,0.0,4.0,0.0,3.55,0.0,5.0,0.0,2.5258620689655173,
Chatting 6,17.0,53.0,0.31932773109243695,29.949579831932773,9.0,44.0,0.36538461538461536,64.25,7.0,53.0,0.18604651162790697,65.55038759689923,20.0,51.0,1.0,79.075,1.0,49.0,0.02586206896551724,39.69827586206897,
Chatting 7,0.0,9.0,0.0,3.4285714285714284,0.0,8.0,0.0,21.96153846153846,0.0,9.0,0.0,21.62015503875969,0.0,11.0,0.0,26.7,0.0,8.0,0.0,10.448275862068966,
Chatting 8,13.0,37.0,0.23529411764705882,25.89075630252101,4.0,34.0,0.17307692307692307,54.42307692307692,0.0,39.0,0.0,54.58139534883721,1.0,35.0,0.05,52.05,7.0,36.0,0.27586206896551724,40.39655172413793,
Chatting 9,3.0,20.0,0.06722689075630252,11.77310924369748,1.0,16.0,0.038461538461538464,14.615384615384615,0.0,21.0,0.0,31.86046511627907,5.0,16.0,0.25,12.125,0.0,19.0,0.0,19.267241379310345,
Chatting 10,19.0,37.0,0.3865546218487395,29.42016806722689,9.0,31.0,0.36538461538461536,66.32692307692308,5.0,37.0,0.13953488372093023,71.78294573643412,10.0,40.0,0.5,73.125,0.0,27.0,0.0,35.543103448275865,
Chatting 11,17.0,76.0,0.29411764705882354,31.73109243697479,35.0,82.0,1.4807692307692308,81.36538461538461,3.0,82.0,0.10077519379844961,86.85271317829458,7.0,66.0,0.4,126.9,6.0,83.0,0.15517241379310345,84.62068965517241,
Chatting 12,3.0,15.0,0.058823529411764705,2.168067226890756,0.0,13.0,0.0,2.8846153846153846,0.0,14.0,0.0,10.10077519379845,0.0,12.0,0.0,2.125,5.0,17.0,0.1810344827586207,4.956896551724138,
Chatting 13,52.0,99.0,0.907563025210084,38.78151260504202,17.0,109.0,0.6730769230769231,152.09615384615384,4.0,122.0,0.09302325581395349,156.24806201550388,18.0,121.0,1.05,236.65,5.0,128.0,0.25,140.39655172413794,
Chatting 14,9.0,37.0,0.15966386554621848,4.73109243697479,3.0,61.0,0.23076923076923078,21.826923076923077,0.0,63.0,0.0,30.527131782945737,1.0,56.0,0.05,97.925,6.0,76.0,0.3620689655172414,49.21551724137931,
Chatting 15,0.0,3.0,0.0,0.5042016806722689,0.0,3.0,0.0,1.5961538461538463,0.0,3.0,0.0,2.1627906976744184,0.0,2.0,0.0,1.8,0.0,3.0,0.0,0.5517241379310345,
Chatting 16,54.0,117.0,0.9327731092436975,35.831932773109244,7.0,122.0,0.2692307692307692,135.46153846153845,7.0,125.0,0.23255813953488372,121.48062015503876,27.0,148.0,1.55,202.075,20.0,151.0,0.5603448275862069,126.03448275862068,
Chatting 17,59.0,144.0,1.0672268907563025,41.88235294117647,34.0,150.0,1.4038461538461537,184.65384615384616,12.0,157.0,0.3875968992248062,177.37209302325581,27.0,139.0,1.475,222.825,20.0,156.0,0.9137931034482759,136.25,
Chatting 18,12.0,40.0,0.21008403361344538,17.403361344537814,0.0,34.0,0.0,21.73076923076923,1.0,42.0,0.023255813953488372,31.248062015503876,5.0,34.0,0.25,21.9,11.0,44.0,0.39655172413793105,19.112068965517242,
Chatting 19,0.0,12.0,0.0,1.7226890756302522,0.0,13.0,0.0,3.9038461538461537,0.0,21.0,0.0,15.69767441860465,0.0,17.0,0.0,63.925,1.0,20.0,0.14655172413793102,19.939655172413794,
Chatting 20,7.0,23.0,0.12605042016806722,14.084033613445378,5.0,24.0,0.21153846153846154,38.61538461538461,0.0,25.0,0.0,48.031007751937985,1.0,24.0,0.05,50.65,2.0,22.0,0.05172413793103448,23.301724137931036,
Chatting 21,3.0,23.0,0.058823529411764705,14.546218487394958,1.0,20.0,0.038461538461538464,11.98076923076923,0.0,21.0,0.0,23.007751937984494,0.0,19.0,0.0,14.275,0.0,22.0,0.0,15.241379310344827,
Chatting 22,46.0,113.0,0.8403361344537815,22.33613445378151,14.0,101.0,0.5769230769230769,62.59615384615385,15.0,122.0,0.7596899224806202,77.7751937984496,29.0,104.0,1.65,83.3,4.0,105.0,0.22413793103448276,52.060344827586206,
Chatting 23,19.0,83.0,0.33613445378151263,23.58823529411765,20.0,104.0,0.9038461538461539,62.53846153846154,2.0,102.0,0.05426356589147287,63.5968992248062,3.0,82.0,0.175,141.375,7.0,107.0,0.23275862068965517,75.65517241379311,
