Presentation 29,11,9,0.12987013,0.142857143,2.071428571,-0.22502522,2,3,0.421875,0.395833333,1.4375,-0.605731948,43,7,0.222222222,0.253968254,10.44444444,-1.341909884,2,5,0.428571429,0.466666667,2.023809524,0.073598129,0.073598129,P,Presentation 29,
Presentation 30,9,12,0.129251701,0.142857143,2.020408163,-0.292914664,3,2,0.385416667,0.34375,1.5,-0.462973518,75,7,0.222222222,0.238095238,17.5,1.477904888,2,5,0.44047619,0.5,2.130952381,0.306285421,0.306285421,P,Presentation 30,
Presentation 31,8,12,0.135204082,0.142857143,1.93877551,-0.401537775,7,2,0.325892857,0.34375,2.625,2.106678215,53,8,0.222222222,0.25,12.77777778,-0.409372716,2,4,0.428571429,0.482142857,1.821428571,-0.365922312,2.106678215,D,Presentation 31<-> Discussion19,
Presentation 32,16,13,0.130102041,0.144427002,3.020408163,1.03771844,3,2,0.385416667,0.4375,1.59375,-0.248835874,43,8,0.222222222,0.25,10.55555556,-1.297503353,1,4,0.428571429,0.44047619,1.30952381,-1.477650487,1.03771844,C,Presentation 32<-> Chatting3,
Presentation 33,9,10,0.133786848,0.136734694,1.887755102,-0.469427219,3,3,0.385416667,0.375,1.71875,0.036680985,68,7,0.222222222,0.253968254,16,0.878416708,2,5,0.428571429,0.466666667,2.023809524,0.073598129,0.073598129,P,Presentation 33,
Presentation 34,6,11,0.12585034,0.14471243,1.551020408,-0.91749755,7,1,0.325892857,0.375,2.46875,1.749782141,55,8,0.222222222,0.25,13.22222222,-0.231746588,1,3,0.428571429,0.5,1.178571429,-1.762046067,1.749782141,D,Presentation 34<-> Discussion19,
Presentation 35,11,12,0.128014842,0.142857143,2.265306122,0.032954668,6,3,0.317708333,0.395833333,2.5,1.821161356,45,6,0.222222222,0.240740741,10.72222222,-1.230893555,2,5,0.428571429,0.466666667,2.023809524,0.073598129,1.821161356,D,Presentation 35<-> Discussion19,
Presentation 36,11,9,0.128014842,0.124716553,1.969387755,-0.360804108,3,2,0.385416667,0.4375,1.59375,-0.248835874,71,7,0.222222222,0.238095238,16.61111111,1.122652633,2,4,0.44047619,0.482142857,1.845238095,-0.314214025,-0.248835874,D,Presentation 36<-> Discussion19,
Presentation 37,9,11,0.138321995,0.14471243,2.040816327,-0.265758886,3,2,0.385416667,0.40625,1.5625,-0.320215089,75,7,0.222222222,0.253968254,17.55555556,1.500108154,4,4,0.422619048,0.44047619,2.571428571,1.262888734,1.262888734,P,Presentation 37,
Presentation 38,10,12,0.128571429,0.142857143,2.142857143,-0.129979998,2,3,0.390625,0.395833333,1.375,-0.748490378,45,8,0.222222222,0.25,11,-1.119877225,2,3,0.416666667,0.444444444,1.5,-1.06398419,-0.129979998,C,Presentation 38<-> Chatting3,
Presentation 39,15,13,0.131972789,0.144427002,2.918367347,0.901939552,3,3,0.385416667,0.395833333,1.75,0.1080602,43,8,0.222222222,0.25,10.55555556,-1.297503353,1,3,0.428571429,0.444444444,1.095238095,-1.943025072,0.901939552,C,Presentation 39<-> Chatting3,
Presentation 40,16,13,0.130102041,0.144427002,3.020408163,1.03771844,0,0,NaN,NaN,#VALUE!,#VALUE!,0,0,NaN,NaN,#VALUE!,#VALUE!,2,6,0.44047619,0.484126984,2.333333333,0.745805862,#VALUE!,P,Presentation 40,
,,,,,2.240539966,,,,,,1.702690972,,,,,,13.80208333,,,,,,1.989920635,,0,,,
,,,,,0.751521961,,,,,,0.437802518,,,,,,2.502134404,,,,,,0.460458567,,0,,,
,,,,,3.071428571,,,,,,3.03125,,,,,,17.88888889,,,,,,2.571428571,,0,,,
,,,,,0.428571429,,,,,,0.864583333,,,,,,9.222222222,,,,,,0.666666667,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
