Mtest4,false,1527501600658
sensor0_Brightness,67.0,1527502361818
sensor1_Temperature,24.25,1527502361819
sensor1_Humidity,44.36256044896643,1527502361820
sensor1_Brightness,53.0,1527502361820
Aircon0Power,On,1527502362131
SoundWindow0,77.02144446366621,1527502363865
SoundWindow1,65.95412732007915,1527502363865
SoundCenter0,74.45847458642629,1527502366174
SoundCenter1,74.50696285126197,1527502366176
SoundCenter2,69.62449097856354,1527502366177
SoundWall0,73.93363325312559,1527502366922
SoundWall1,75.34642400078687,1527502366930
SoundWall2,74.42056648794103,1527502366944
sensor0_Temperature,26.48,1527502368120
sensor0_Humidity,43.37600140415982,1527502368121
sensor0_Brightness,67.0,1527502368122
sensor1_Temperature,24.25,1527502368123
sensor1_Humidity,44.36256044896643,1527502368123
sensor1_Brightness,53.0,1527502368124
SoundC,67.01551720930587,1527502369523
SoundC,67.01551720930587,1527502369523
Present,161,1527502369525
Present,161,1527502369525
SoundWindow0,76.88751115462334,1527502373865
SoundWindow1,65.50397255695394,1527502373865
sensor0_Temperature,26.48,1527502374416
sensor0_Humidity,43.37600140415982,1527502374417
sensor0_Brightness,67.0,1527502374418
sensor1_Temperature,24.25,1527502374418
sensor1_Humidity,44.36256044896643,1527502374419
sensor1_Brightness,53.0,1527502374419
SoundCenter0,73.88145715326331,1527502376174
SoundCenter1,74.27933714044477,1527502376176
SoundCenter2,69.17861324951433,1527502376176
SoundWall0,73.76417317992215,1527502376922
SoundWall1,75.20737031377578,1527502376930
SoundWall2,75.00269666913827,1527502376944
tiltTest_Pitch,5.49,1527502377942
tiltTest_Roll,-0.81,1527502377942
SoundC,68.0998289029382,1527502379531
SoundC,68.0998289029382,1527502379531
Present,191,1527502379535
Present,191,1527502379535
sensor0_Temperature,26.48,1527502380726
sensor0_Humidity,43.37600140415982,1527502380727
sensor0_Brightness,67.0,1527502380727
sensor1_Temperature,24.25,1527502380728
sensor1_Humidity,44.36256044896643,1527502380729
sensor1_Brightness,53.0,1527502380729
seat5BOccupied,true,1527502382942
totalSeatCount,7,1527502382942
SoundWindow0,77.34411778837647,1527502383865
SoundWindow1,66.47151532162245,1527502383865
SoundCenter0,75.28355549867247,1527502386174
SoundCenter1,74.72287764043494,1527502386176
SoundCenter2,70.30860858001256,1527502386177
SoundWall0,74.36500867067011,1527502386922
SoundWall1,75.73374863916298,1527502386930
SoundWall2,75.73432773755061,1527502386944
sensor0_Temperature,26.48,1527502387013
sensor0_Humidity,43.37600140415982,1527502387014
sensor0_Brightness,67.0,1527502387014
sensor1_Temperature,24.25,1527502387015
sensor1_Humidity,44.36256044896643,1527502387015
sensor1_Brightness,53.0,1527502387015
SoundC,68.0998289029382,1527502389541
SoundC,68.0998289029382,1527502389541
Present,181,1527502389544
Present,181,1527502389544
tiltAircon1_Pitch,-152.82,1527502390995
tiltAircon1_Roll,178.0,1527502390995
sensor0_Temperature,26.48,1527502393299
sensor0_Humidity,43.37600140415982,1527502393300
sensor0_Brightness,67.0,1527502393303
sensor1_Temperature,24.25,1527502393303
sensor1_Humidity,44.36256044896643,1527502393304
sensor1_Brightness,53.0,1527502393304
SoundWindow0,77.09900971884382,1527502393864
SoundWindow1,66.79312720898075,1527502394366
SoundCenter0,76.05555154573466,1527502396174
SoundCenter1,75.31702990962565,1527502396176
SoundCenter2,70.29588394525126,1527502396177
SoundWall0,73.57437285953779,1527502396922
SoundWall1,75.31508132643162,1527502396930
SoundWall2,75.38166585380245,1527502396944
Mtest8,false,1527502396995
SoundC,67.56641902255494,1527502399548
SoundC,67.56641902255494,1527502399548
Present,175,1527502399551
Present,175,1527502399551
sensor0_Temperature,26.48,1527502399594
sensor0_Humidity,43.37600140415982,1527502399595
sensor0_Brightness,67.0,1527502399595
sensor1_Temperature,24.25,1527502399596
sensor1_Humidity,44.36256044896643,1527502399596
sensor1_Brightness,53.0,1527502399597
tiltAircon0_Pitch,-147.47,1527502402995
tiltAircon0_Roll,178.83,1527502402995
SoundWindow0,76.23243026260214,1527502403865
SoundWindow1,66.49463651324778,1527502403865
sensor0_Temperature,26.48,1527502405889
sensor0_Humidity,43.37600140415982,1527502405890
sensor0_Brightness,67.0,1527502405891
sensor1_Temperature,24.25,1527502405892
sensor1_Humidity,44.36256044896643,1527502405893
sensor1_Brightness,53.0,1527502405894
SoundCenter0,75.82894295178583,1527502406174
SoundCenter1,75.2311222835572,1527502406176
SoundCenter2,69.79746099825755,1527502406176
SoundWall0,73.6775364827385,1527502406922
SoundWall1,75.56465486424871,1527502406931
SoundWall2,75.38323962917164,1527502406940
SoundC,70.987085069563,1527502409552
SoundC,70.987085069563,1527502409552
Present,167,1527502409555
Present,167,1527502409555
sensor0_Temperature,26.48,1527502412218
sensor0_Humidity,43.37600140415982,1527502412219
sensor0_Brightness,67.0,1527502412220
sensor1_Temperature,24.25,1527502412220
sensor1_Humidity,44.36256044896643,1527502412221
sensor1_Brightness,53.0,1527502412221
SoundWindow0,76.72151491725613,1527502413865
SoundWindow1,67.68078360886496,1527502413865
SoundCenter0,75.72285652307465,1527502416174
SoundCenter1,75.42063316247396,1527502416176
SoundCenter2,69.7752055479662,1527502416176
SoundWall0,74.07449932786128,1527502416922
SoundWall1,75.64167284140827,1527502416931
SoundWall2,75.3521472822188,1527502416942
sensor0_Temperature,26.48,1527502418591
sensor0_Humidity,43.37600140415982,1527502418592
sensor0_Brightness,67.0,1527502418593
sensor1_Temperature,24.25,1527502418594
sensor1_Humidity,44.36256044896643,1527502418595
sensor1_Brightness,53.0,1527502418596
SoundC,70.5390318503356,1527502419559
SoundC,70.5390318503356,1527502419559
Present,162,1527502419561
Present,162,1527502419561
SoundWindow0,76.43025303509101,1527502423865
SoundWindow1,68.2354422859133,1527502423865
sensor0_Temperature,26.48,1527502424895
sensor0_Humidity,43.37600140415982,1527502424895
sensor0_Brightness,67.0,1527502424897
sensor1_Temperature,24.25,1527502424898
sensor1_Humidity,44.36256044896643,1527502424899
sensor1_Brightness,53.0,1527502424900
SoundCenter0,75.58712067476691,1527502426174
SoundCenter1,75.35712516217139,1527502426176
SoundCenter2,70.02446280226314,1527502426176
SoundWall0,73.97588080960229,1527502426922
SoundWall1,75.5707630140411,1527502426931
SoundWall2,74.87366338102025,1527502426942
SoundC,72.26372429269907,1527502429563
SoundC,72.26372429269907,1527502429563
Present,172,1527502429565
Present,172,1527502429565
sensor0_Temperature,26.48,1527502431185
sensor0_Humidity,43.37600140415982,1527502431186
sensor0_Brightness,67.0,1527502431187
sensor1_Temperature,24.25,1527502431187
sensor1_Humidity,44.36256044896643,1527502431187
sensor1_Brightness,53.0,1527502431188
SoundWindow0,76.25359199434452,1527502433864
SoundWindow1,69.32871246498742,1527502434995
SoundCenter0,76.80354955986286,1527502436174
SoundCenter1,76.05007669899803,1527502436176
SoundCenter2,70.62714855256719,1527502436176
SoundWall0,74.48982871520225,1527502436922
SoundWall1,75.875979259557,1527502436931
SoundWall2,74.69086110710602,1527502436942
Mtest5,true,1527502436995
sensor0_Temperature,26.48,1527502437479
sensor0_Humidity,43.37600140415982,1527502437480
sensor0_Brightness,67.0,1527502437480
sensor1_Temperature,24.25,1527502437481
sensor1_Humidity,44.36256044896643,1527502437481
sensor1_Brightness,53.0,1527502437482
tiltTest_Pitch,2.86,1527502437995
tiltTest_Roll,-0.75,1527502437995
InferredPresence,false,1527502438006
InferredPresence,true,1527502438011
Aircon1Power,On,1527502439448
Aircon0Power,On,1527502439449
SoundC,68.61682354019833,1527502439567
SoundC,68.61682354019833,1527502439567
Present,170,1527502439570
Present,170,1527502439570
seat2BOccupied,false,1527502443236
totalSeatCount,6,1527502443236
sensor0_Temperature,26.48,1527502443776
sensor0_Humidity,43.37600140415982,1527502443776
sensor0_Brightness,67.0,1527502443777
sensor1_Temperature,24.25,1527502443778
sensor1_Humidity,44.36256044896643,1527502443778
sensor1_Brightness,53.0,1527502443779
SoundWindow0,76.11955894367571,1527502443865
SoundWindow1,69.45505526586675,1527502443865
SoundCenter0,76.54944839857673,1527502446174
SoundCenter1,75.96375628064591,1527502446176
SoundCenter2,70.20803861170093,1527502446177
SoundWall0,74.42784275952091,1527502446922
SoundWall1,76.0780159972909,1527502446937
SoundWall2,74.69335916123956,1527502446943
SoundC,66.44593723960276,1527502449574
SoundC,66.44593723960276,1527502449574
Present,163,1527502449576
Present,163,1527502449576
sensor0_Temperature,26.48,1527502450072
sensor0_Humidity,43.37600140415982,1527502450073
sensor0_Brightness,67.0,1527502450075
sensor1_Temperature,24.25,1527502450076
sensor1_Humidity,44.36256044896643,1527502450077
sensor1_Brightness,53.0,1527502450078
tiltAircon1_Pitch,-152.48,1527502450236
tiltAircon1_Roll,177.92,1527502450236
SoundWindow0,76.50979138689338,1527502453865
SoundWindow1,69.87634226622832,1527502453865
SoundCenter0,76.10982603041728,1527502456174
SoundCenter1,75.86149450429079,1527502456176
SoundCenter2,69.83118253426677,1527502456176
sensor0_Temperature,26.48,1527502456365
sensor0_Humidity,43.37600140415982,1527502456365
sensor0_Brightness,67.0,1527502456366
sensor1_Temperature,24.25,1527502456366
sensor1_Humidity,44.36256044896643,1527502456366
sensor1_Brightness,53.0,1527502456366
SoundWall0,75.34911300690361,1527502456922
SoundWall1,76.84585834842548,1527502456931
SoundWall2,75.4330979917896,1527502456944
SoundC,70.987085069563,1527502459578
SoundC,70.987085069563,1527502459578
Present,165,1527502459580
Present,165,1527502459580
tiltAircon0_Pitch,-147.95,1527502462236
tiltAircon0_Roll,179.19,1527502462236
sensor0_Temperature,26.48,1527502462850
sensor0_Humidity,43.37600140415982,1527502462851
sensor0_Brightness,67.0,1527502462851
sensor1_Temperature,24.25,1527502462852
sensor1_Humidity,44.36256044896643,1527502462852
sensor1_Brightness,53.0,1527502462853
SoundWindow0,77.50284082371165,1527502463864
SoundWindow1,71.00046630385935,1527502464574
SoundCenter0,75.9552488266266,1527502466174
SoundCenter1,75.68701332810272,1527502466176
SoundCenter2,70.00001675258358,1527502466176
SoundWall0,75.812057241503,1527502466922
SoundWall1,77.39090215500111,1527502466931
SoundWall2,75.15162513832284,1527502466945
Mtest5,true,1527502467236
SoundC,73.82773649063114,1527502469582
SoundC,73.82773649063114,1527502469582
Present,189,1527502469585
Present,189,1527502469585
Aircon1Power,On,1527502469653
Aircon0Power,On,1527502469663
sensor0_Temperature,26.48,1527502472151
sensor0_Humidity,43.37600140415982,1527502472152
sensor0_Brightness,67.0,1527502472152
sensor1_Temperature,24.25,1527502472152
sensor1_Humidity,44.36256044896643,1527502472153
sensor1_Brightness,53.0,1527502472153
SoundWindow0,77.09090472274453,1527502473865
SoundWindow1,70.50206173899635,1527502473865
SoundCenter0,76.21049715167307,1527502476174
SoundCenter1,75.80623230921631,1527502476176
SoundCenter2,70.20823995568279,1527502476177
SoundWall0,75.78450810550862,1527502476922
SoundWall1,77.33468238094565,1527502476931
SoundWall2,74.6552608744999,1527502476944
sensor0_Temperature,26.48,1527502478490
sensor0_Humidity,43.37600140415982,1527502478491
sensor0_Brightness,67.0,1527502478492
sensor1_Temperature,24.25,1527502478493
sensor1_Humidity,44.36256044896643,1527502478494
sensor1_Brightness,53.0,1527502478494
SoundC,64.61127993529891,1527502479587
SoundC,64.61127993529891,1527502479587
Present,208,1527502479590
Present,208,1527502479590
SoundWindow0,76.82684161957555,1527502483865
SoundWindow1,69.71616965555216,1527502483865
sensor0_Temperature,26.48,1527502484790
sensor0_Humidity,43.37600140415982,1527502484791
sensor0_Brightness,67.0,1527502484791
sensor1_Temperature,24.25,1527502484791
sensor1_Humidity,44.36256044896643,1527502484792
sensor1_Brightness,53.0,1527502484792
SoundCenter0,77.3563267090187,1527502486174
SoundCenter1,76.62310590258564,1527502486176
SoundCenter2,70.2367026878176,1527502486176
SoundWall0,75.69825706060139,1527502486922
SoundWall1,77.3381144687388,1527502486931
SoundWall2,74.59109726035169,1527502486946
SoundC,66.44593723960276,1527502489593
SoundC,66.44593723960276,1527502489593
Present,169,1527502489595
Present,169,1527502489595
sensor0_Temperature,26.48,1527502491085
sensor0_Humidity,43.37600140415982,1527502491086
sensor0_Brightness,67.0,1527502491086
sensor1_Temperature,24.25,1527502491087
sensor1_Humidity,44.36256044896643,1527502491088
sensor1_Brightness,53.0,1527502491088
SoundWindow0,76.22608517388704,1527502493865
SoundWindow1,68.12946913206632,1527502493865
SoundCenter0,76.2094221683263,1527502496174
SoundCenter1,75.55209161824976,1527502496176
SoundCenter2,68.79162157229221,1527502496176
SoundWall0,74.00458749620768,1527502496922
SoundWall1,75.75908736259763,1527502496931
SoundWall2,73.05725239387542,1527502496937
sensor0_Temperature,26.48,1527502497380
sensor0_Humidity,43.37600140415982,1527502497381
sensor0_Brightness,67.0,1527502497381
sensor1_Temperature,24.25,1527502497382
sensor1_Humidity,44.36256044896643,1527502497382
sensor1_Brightness,53.0,1527502497382
Mtest5,true,1527502497478
tiltTest_Pitch,5.28,1527502497478
tiltTest_Roll,-0.87,1527502497478
seat2BOccupied,true,1527502498768
totalSeatCount,7,1527502498768
SoundC,69.11838317407611,1527502499602
SoundC,69.11838317407611,1527502499602
Present,204,1527502499604
Present,204,1527502499604
sensor0_Temperature,26.48,1527502503667
sensor0_Humidity,43.37600140415982,1527502503668
sensor0_Brightness,67.0,1527502503668
sensor1_Temperature,24.25,1527502503668
sensor1_Humidity,44.36256044896643,1527502503669
sensor1_Brightness,53.0,1527502503669
SoundWindow0,76.29970748970378,1527502503864
SoundWindow1,67.312786282891,1527502503865
seat2BOccupied,false,1527502503896
totalSeatCount,6,1527502503896
SoundCenter0,76.3267982707308,1527502506174
SoundCenter1,75.58508269250987,1527502506176
SoundCenter2,68.88819241065279,1527502506176
SoundWall0,73.49603269466066,1527502506922
SoundWall1,75.02416795357077,1527502506931
SoundWall2,72.6483573723941,1527502506942
SoundC,74.91204818426347,1527502509607
SoundC,74.91204818426347,1527502509607
Present,197,1527502509610
Present,197,1527502509610
sensor0_Temperature,26.48,1527502509978
sensor0_Humidity,43.37600140415982,1527502509979
sensor0_Brightness,67.0,1527502509979
sensor1_Temperature,24.25,1527502509980
sensor1_Humidity,44.36256044896643,1527502509981
sensor1_Brightness,53.0,1527502509981
tiltAircon1_Pitch,-153.25,1527502510897
tiltAircon1_Roll,177.62,1527502510897
Mtest8,true,1527502510897
Aircon1Power,On,1527502513389
SoundWindow0,75.5533322110772,1527502513865
SoundWindow1,66.3871073806206,1527502513865
seat2BOccupied,true,1527502513943
totalSeatCount,7,1527502513943
SoundCenter0,75.63135357198531,1527502516174
SoundCenter1,75.0919790948132,1527502516176
SoundCenter2,68.41559853384692,1527502516176
sensor0_Temperature,26.48,1527502516260
sensor0_Humidity,43.37600140415982,1527502516260
sensor0_Brightness,67.0,1527502516261
sensor1_Temperature,24.25,1527502516261
sensor1_Humidity,44.36256044896643,1527502516262
sensor1_Brightness,53.0,1527502516262
SoundWall0,72.60803469299564,1527502516922
SoundWall1,73.99999149831241,1527502516931
SoundWall2,71.70871300671998,1527502516942
SoundC,75.25847282855663,1527502519611
SoundC,75.25847282855663,1527502519611
Present,183,1527502519614
Present,183,1527502519614
seat2BOccupied,false,1527502519707
totalSeatCount,6,1527502519707
sensor0_Temperature,26.48,1527502522624
sensor0_Humidity,43.37600140415982,1527502522624
sensor0_Brightness,67.0,1527502522625
sensor1_Temperature,24.25,1527502522625
sensor1_Humidity,44.36256044896643,1527502522626
sensor1_Brightness,53.0,1527502522627
tiltAircon0_Pitch,-147.79,1527502522707
tiltAircon0_Roll,179.59,1527502522707
SoundWindow0,74.76235161547456,1527502523865
SoundWindow1,65.5679957531442,1527502523865
SoundCenter0,76.13083073703486,1527502526174
SoundCenter1,75.61621731633251,1527502526176
SoundCenter2,68.26935433061564,1527502526177
SoundWall0,72.0695506081475,1527502526922
SoundWall1,73.6111453917856,1527502526930
SoundWall2,71.42809602726791,1527502526943
Mtest5,true,1527502527707
sensor0_Temperature,26.48,1527502528935
sensor0_Humidity,43.37600140415982,1527502528937
sensor0_Brightness,67.0,1527502528937
sensor1_Temperature,24.25,1527502528938
sensor1_Humidity,44.36256044896643,1527502528938
sensor1_Brightness,53.0,1527502528939
SoundC,70.5390318503356,1527502529620
SoundC,70.5390318503356,1527502529620
Present,201,1527502529622
Present,201,1527502529622
Aircon0Power,On,1527502530175
SoundWindow0,74.57801603736684,1527502533865
SoundWindow1,65.16924233733099,1527502533865
sensor0_Temperature,26.48,1527502535224
sensor0_Humidity,43.37600140415982,1527502535225
sensor0_Brightness,67.0,1527502535225
sensor1_Temperature,24.25,1527502535226
sensor1_Humidity,44.36256044896643,1527502535226
sensor1_Brightness,53.0,1527502535227
SoundCenter0,75.70271219865063,1527502536174
SoundCenter1,75.60385806685045,1527502536176
SoundCenter2,68.55581550723674,1527502536176
SoundWall0,72.1597548410601,1527502536922
SoundWall1,74.2138770012189,1527502536930
SoundWall2,72.36210564416295,1527502536944
SoundC,71.84886370856825,1527502539624
SoundC,71.84886370856825,1527502539624
Present,197,1527502539627
Present,197,1527502539627
Mtest8,true,1527502541148
sensor0_Temperature,26.48,1527502541554
sensor0_Humidity,43.37600140415982,1527502541554
sensor0_Brightness,67.0,1527502541555
sensor1_Temperature,24.25,1527502541555
sensor1_Humidity,44.36256044896643,1527502541556
sensor1_Brightness,53.0,1527502541556
SoundWindow0,73.80526759287886,1527502543865
SoundWindow1,64.65919821407073,1527502543865
SoundCenter0,74.25882680824179,1527502546174
SoundCenter1,74.61789803700738,1527502546176
SoundCenter2,68.42773871884968,1527502546176
SoundWall0,71.79158164531385,1527502546922
SoundWall1,73.67858398773514,1527502546930
SoundWall2,71.60142486216607,1527502546944
seat3AOccupied,false,1527502547021
totalSeatCount,5,1527502547021
sensor0_Temperature,26.48,1527502547856
sensor0_Humidity,43.37600140415982,1527502547857
sensor0_Brightness,67.0,1527502547858
sensor1_Temperature,24.25,1527502547858
sensor1_Humidity,44.36256044896643,1527502547859
sensor1_Brightness,53.0,1527502547859
SoundC,70.0787016850011,1527502549632
SoundC,70.0787016850011,1527502549632
Present,191,1527502549635
Present,191,1527502549635
SoundWindow0,74.03709294227944,1527502553865
SoundWindow1,65.43500571852907,1527502553865
sensor0_Temperature,26.48,1527502554149
sensor0_Humidity,43.37600140415982,1527502554150
sensor0_Brightness,67.0,1527502554150
sensor1_Temperature,24.25,1527502554151
sensor1_Humidity,44.36256044896643,1527502554151
sensor1_Brightness,53.0,1527502554152
SoundCenter0,75.37266517377512,1527502556174
SoundCenter1,75.82451573940187,1527502556176
SoundCenter2,69.74688802357284,1527502556176
SoundWall0,73.33614640342361,1527502556922
SoundWall1,74.94543248369114,1527502556931
SoundWall2,73.22457308252415,1527502556944
tiltTest_Pitch,5.52,1527502557021
tiltTest_Roll,-0.75,1527502557021
SoundC,71.42349921662418,1527502559638
SoundC,71.42349921662418,1527502559638
Present,199,1527502559641
Present,199,1527502559641
sensor0_Temperature,26.48,1527502560438
sensor0_Humidity,43.37600140415982,1527502560439
sensor0_Brightness,67.0,1527502560439
sensor1_Temperature,24.25,1527502560440
sensor1_Humidity,44.36256044896643,1527502560440
sensor1_Brightness,53.0,1527502560441
seat2BOccupied,true,1527502563021
totalSeatCount,6,1527502563021
SoundWindow0,73.88422357032724,1527502563865
SoundWindow1,66.33176985389095,1527502563865
Mtest5,false,1527502564021
SoundCenter0,75.2331915509185,1527502566174
SoundCenter1,75.9816088676085,1527502566176
SoundCenter2,69.7508539532726,1527502566176
sensor0_Temperature,26.48,1527502566740
sensor0_Humidity,43.37600140415982,1527502566741
sensor0_Brightness,67.0,1527502566742
sensor1_Temperature,24.25,1527502566743
sensor1_Humidity,44.36256044896643,1527502566745
sensor1_Brightness,53.0,1527502566746
SoundWall0,74.24699629524405,1527502566922
SoundWall1,76.13159599371922,1527502566930
SoundWall2,74.05374326567379,1527502566944
SoundC,64.61127993529891,1527502569644
SoundC,64.61127993529891,1527502569644
Present,198,1527502569647
Present,198,1527502569647
tiltAircon1_Pitch,-152.65,1527502570369
tiltAircon1_Roll,177.65,1527502570369
Mtest8,true,1527502571369
sensor0_Temperature,26.48,1527502573041
sensor0_Humidity,43.37600140415982,1527502573042
sensor0_Brightness,67.0,1527502573042
sensor1_Temperature,24.25,1527502573043
sensor1_Humidity,44.36256044896643,1527502573043
sensor1_Brightness,53.0,1527502573044
Aircon1Power,On,1527502573694
SoundWindow0,72.99855004458178,1527502573865
SoundWindow1,66.30553746643368,1527502573865
seat2BOccupied,false,1527502574810
totalSeatCount,5,1527502574810
SoundCenter0,75.47395163523832,1527502576174
SoundCenter1,75.93899816263021,1527502576175
SoundCenter2,70.0111590286837,1527502576177
SoundWall0,74.07427373493,1527502576922
SoundWall1,76.18925732818721,1527502576930
SoundWall2,74.24036722377305,1527502576944
sensor0_Temperature,26.48,1527502579336
sensor0_Humidity,43.37600140415982,1527502579336
sensor0_Brightness,67.0,1527502579337
sensor1_Temperature,24.25,1527502579338
sensor1_Humidity,44.36256044896643,1527502579338
sensor1_Brightness,53.0,1527502579339
SoundC,73.82773649063114,1527502579652
SoundC,73.82773649063114,1527502579652
Present,188,1527502579654
Present,188,1527502579654
tiltAircon0_Pitch,-148.61,1527502582810
tiltAircon0_Roll,179.06,1527502582810
SoundWindow0,72.18701929580408,1527502583865
SoundWindow1,65.70298155826264,1527502583865
Mtest5,true,1527502584810
sensor0_Temperature,26.48,1527502585664
sensor0_Humidity,43.37600140415982,1527502585665
sensor0_Brightness,67.0,1527502585666
sensor1_Temperature,24.25,1527502585667
sensor1_Humidity,44.36256044896643,1527502585668
sensor1_Brightness,53.0,1527502585669
SoundCenter0,74.16833834459985,1527502586174
SoundCenter1,74.98703863277812,1527502586176
SoundCenter2,69.30581560390841,1527502586176
SoundWall0,73.87300219866718,1527502586922
SoundWall1,75.70389575078863,1527502586930
SoundWall2,74.07605619095197,1527502586944
Aircon0Power,On,1527502587010
SoundC,70.0787016850011,1527502589658
SoundC,70.0787016850011,1527502589658
Present,187,1527502589660
Present,187,1527502589660
sensor0_Temperature,26.48,1527502591969
sensor0_Humidity,43.37600140415982,1527502591969
sensor0_Brightness,67.0,1527502591970
sensor1_Temperature,24.25,1527502591970
sensor1_Humidity,44.36256044896643,1527502591970
sensor1_Brightness,53.0,1527502591970
SoundWindow0,72.4609222424078,1527502593865
SoundWindow1,65.99655160843358,1527502593865
SoundCenter0,73.95275664692986,1527502596174
SoundCenter1,74.93577602968278,1527502596176
SoundCenter2,68.76375875492633,1527502596176
SoundWall0,73.69444127492162,1527502596922
SoundWall1,74.72726590677549,1527502596930
SoundWall2,72.98045785548213,1527502596944
sensor0_Temperature,26.48,1527502598259
sensor0_Humidity,43.37600140415982,1527502598259
sensor0_Brightness,67.0,1527502598260
sensor1_Temperature,24.25,1527502598261
sensor1_Humidity,44.36256044896643,1527502598261
sensor1_Brightness,53.0,1527502598262
SoundC,70.987085069563,1527502599662
SoundC,70.987085069563,1527502599662
Present,178,1527502599665
Present,178,1527502599665
Mtest8,true,1527502601625
SoundWindow0,73.51672262159364,1527502603865
SoundWindow1,66.60832922186285,1527502603865
sensor0_Temperature,26.48,1527502604559
sensor0_Humidity,43.37600140415982,1527502604560
sensor0_Brightness,67.0,1527502604561
sensor1_Temperature,24.25,1527502604562
sensor1_Humidity,44.36256044896643,1527502604563
sensor1_Brightness,53.0,1527502604563
Mtest6,true,1527502605173
SoundCenter0,73.80535446084465,1527502606174
SoundCenter1,74.78477579364348,1527502606176
SoundCenter2,68.01626675438726,1527502606177
SoundWall0,74.06325058655234,1527502606922
SoundWall1,74.72363534438546,1527502606930
SoundWall2,73.54630894118932,1527502606944
seat3AOccupied,true,1527502607118
totalSeatCount,6,1527502607118
SoundC,73.82773649063114,1527502609669
SoundC,73.82773649063114,1527502609669
Present,187,1527502609671
Present,187,1527502609671
sensor0_Temperature,26.48,1527502610853
sensor0_Humidity,43.37600140415982,1527502610854
sensor0_Brightness,67.0,1527502610855
sensor1_Temperature,24.25,1527502610855
sensor1_Humidity,44.36256044896643,1527502610856
sensor1_Brightness,53.0,1527502610857
SoundWindow0,74.33544095846419,1527502613865
SoundWindow1,67.16776101971348,1527502613865
Mtest5,true,1527502615078
SoundCenter0,73.55085394714696,1527502616174
SoundCenter1,74.46472177857173,1527502616176
SoundCenter2,67.92553317095114,1527502616176
SoundWall0,74.34509396129832,1527502616922
SoundWall1,75.20114709500095,1527502616930
SoundWall2,73.1566777367168,1527502616944
sensor0_Temperature,26.48,1527502617151
sensor0_Humidity,43.37600140415982,1527502617151
sensor0_Brightness,67.0,1527502617152
sensor1_Temperature,24.25,1527502617152
sensor1_Humidity,44.36256044896643,1527502617152
sensor1_Brightness,53.0,1527502617152
tiltTest_Pitch,5.77,1527502617390
tiltTest_Roll,-0.81,1527502617390
SoundC,66.44593723960276,1527502619673
SoundC,66.44593723960276,1527502619673
Present,190,1527502619676
Present,190,1527502619676
sensor0_Temperature,26.48,1527502623481
sensor0_Humidity,43.37600140415982,1527502623482
sensor0_Brightness,67.0,1527502623484
sensor1_Temperature,24.25,1527502623485
sensor1_Humidity,44.36256044896643,1527502623487
sensor1_Brightness,53.0,1527502623487
SoundWindow0,73.84499416209846,1527502623865
SoundWindow1,65.8507558323006,1527502623865
SoundCenter0,72.34407664816612,1527502626174
SoundCenter1,73.39000311013764,1527502626176
SoundCenter2,67.23516916914298,1527502626177
SoundWall0,73.37121492603615,1527502626922
SoundWall1,74.18102105511214,1527502626930
SoundWall2,72.43701339389524,1527502626944
SoundC,66.44593723960276,1527502629681
SoundC,66.44593723960276,1527502629681
Present,184,1527502629684
Present,184,1527502629684
sensor0_Temperature,26.48,1527502629786
sensor0_Humidity,43.37600140415982,1527502629786
sensor0_Brightness,67.0,1527502629786
sensor1_Temperature,24.25,1527502629787
sensor1_Humidity,44.36256044896643,1527502629787
sensor1_Brightness,53.0,1527502629788
tiltAircon1_Pitch,-155.22,1527502631390
tiltAircon1_Roll,177.67,1527502631390
SoundWindow0,74.94393220091648,1527502633864
SoundWindow1,66.02498587474861,1527502633866
sensor0_Temperature,26.48,1527502636069
sensor0_Humidity,43.37600140415982,1527502636070
sensor0_Brightness,67.0,1527502636071
sensor1_Temperature,24.25,1527502636072
sensor1_Humidity,44.36256044896643,1527502636072
sensor1_Brightness,53.0,1527502636073
SoundCenter0,71.34006040455756,1527502636174
SoundCenter1,72.71809241761206,1527502636176
SoundCenter2,66.53870789593778,1527502636177
SoundWall0,73.22918392293407,1527502636922
SoundWall1,73.85143265938346,1527502636930
SoundWall2,71.96435695472066,1527502636944
Mtest8,false,1527502638390
Mtest6,true,1527502638390
SoundC,65.24535518573873,1527502639688
SoundC,65.24535518573873,1527502639688
Present,153,1527502639691
Present,153,1527502639691
Aircon1Power,On,1527502640886
tiltAircon0_Pitch,-147.99,1527502642230
tiltAircon0_Roll,178.77,1527502642230
sensor0_Temperature,26.48,1527502642397
sensor0_Humidity,43.37600140415982,1527502642397
sensor0_Brightness,67.0,1527502642398
sensor1_Temperature,24.25,1527502642398
sensor1_Humidity,44.36256044896643,1527502642398
sensor1_Brightness,53.0,1527502642399
SoundWindow0,75.61720901150036,1527502643865
SoundWindow1,66.72634811963012,1527502643865
SoundCenter0,71.56346512179945,1527502646174
SoundCenter1,72.68366657906986,1527502646175
SoundCenter2,66.7514902565709,1527502646177
SoundWall0,73.79972977332827,1527502646922
SoundWall1,74.51718966267592,1527502646930
SoundWall2,72.87625229768325,1527502646944
sensor0_Temperature,26.48,1527502648722
sensor0_Humidity,43.37600140415982,1527502648723
sensor0_Brightness,67.0,1527502648723
sensor1_Temperature,24.25,1527502648724
sensor1_Humidity,44.36256044896643,1527502648724
sensor1_Brightness,53.0,1527502648725
SoundC,68.0998289029382,1527502649696
SoundC,68.0998289029382,1527502649696
Present,170,1527502649701
