Mtest4,false,1527501600658
sensor1_Brightness,53.0,1527504170874
Mtest8,true,1527504171034
InferredPresence,false,1527504173057
InferredPresence,true,1527504173058
SoundWindow0,73.27550694404502,1527504173864
SoundWindow1,63.32508721827931,1527504173866
Aircon1Power,On,1527504174541
Aircon0Power,On,1527504174546
SoundCenter0,72.12877081009333,1527504176174
SoundCenter1,74.37239016576477,1527504176176
SoundCenter2,68.38456138904031,1527504176176
SoundWall0,71.89922430678779,1527504176922
SoundWall1,73.3707702265286,1527504176931
SoundWall2,72.50134119930631,1527504176943
sensor0_Temperature,26.48,1527504177167
sensor0_Humidity,43.37600140415982,1527504177167
sensor0_Brightness,67.0,1527504177168
sensor1_Temperature,24.25,1527504177168
sensor1_Humidity,44.36256044896643,1527504177168
sensor1_Brightness,53.0,1527504177168
SoundC,65.24535518573873,1527504180730
SoundC,65.24535518573873,1527504180730
Present,194,1527504180732
Present,194,1527504180732
sensor0_Temperature,26.48,1527504183541
sensor0_Humidity,43.37600140415982,1527504183542
sensor0_Brightness,67.0,1527504183542
sensor1_Temperature,24.25,1527504183543
sensor1_Humidity,44.36256044896643,1527504183544
sensor1_Brightness,53.0,1527504183544
SoundWindow0,72.97913152306077,1527504183864
SoundWindow1,63.22334709354674,1527504183868
tiltTest_Pitch,5.49,1527504184957
tiltTest_Roll,-0.75,1527504184957
seat2BOccupied,false,1527504185957
totalSeatCount,6,1527504185957
SoundCenter0,71.97465716342784,1527504186174
SoundCenter1,74.57479630121128,1527504186176
SoundCenter2,67.87709425407553,1527504186178
SoundWall0,71.66361009806704,1527504186922
SoundWall1,73.25560074636046,1527504186930
SoundWall2,72.07502860331041,1527504186944
sensor0_Temperature,26.48,1527504189856
sensor0_Humidity,43.37600140415982,1527504189856
sensor0_Brightness,67.0,1527504189857
sensor1_Temperature,24.25,1527504189857
sensor1_Humidity,44.36256044896643,1527504189858
sensor1_Brightness,53.0,1527504189859
SoundC,67.01551720930587,1527504190735
SoundC,67.01551720930587,1527504190735
Present,186,1527504190738
Present,186,1527504190738
SoundWindow0,71.94684835685756,1527504193864
SoundWindow1,63.09075315297197,1527504193866
seat2BOccupied,true,1527504195957
totalSeatCount,7,1527504195957
sensor0_Temperature,26.48,1527504196152
sensor0_Humidity,43.37600140415982,1527504196153
sensor0_Brightness,67.0,1527504196153
sensor1_Temperature,24.25,1527504196153
sensor1_Humidity,44.36256044896643,1527504196154
sensor1_Brightness,53.0,1527504196154
SoundCenter0,71.25447065994915,1527504196174
SoundCenter1,73.98148981841715,1527504196176
SoundCenter2,67.06814721550653,1527504196177
SoundWall0,70.92001744591211,1527504196922
SoundWall1,72.75601502133271,1527504196931
SoundWall2,71.12411090726282,1527504196945
tiltAircon1_Pitch,-154.41,1527504200055
tiltAircon1_Roll,177.91,1527504200055
SoundC,69.11838317407611,1527504200742
SoundC,69.11838317407611,1527504200742
Present,210,1527504200745
Present,210,1527504200745
sensor0_Temperature,26.48,1527504202474
sensor0_Humidity,43.37600140415982,1527504202475
sensor0_Brightness,67.0,1527504202476
sensor1_Temperature,24.25,1527504202476
sensor1_Humidity,44.36256044896643,1527504202476
sensor1_Brightness,53.0,1527504202477
SoundWindow0,71.97076286746746,1527504203864
SoundWindow1,63.27324123261912,1527504203869
Mtest8,true,1527504204055
Aircon1Power,On,1527504206153
SoundCenter0,71.01563840231688,1527504206174
SoundCenter1,73.9440117377762,1527504206176
SoundCenter2,66.42826154439098,1527504206177
SoundWall0,70.88209227981403,1527504206922
SoundWall1,72.79404167814401,1527504206932
SoundWall2,70.86702841027001,1527504206948
sensor0_Temperature,26.48,1527504208781
sensor0_Humidity,43.37600140415982,1527504208781
sensor0_Brightness,67.0,1527504208782
sensor1_Temperature,24.25,1527504208782
sensor1_Humidity,44.36256044896643,1527504208782
sensor1_Brightness,53.0,1527504208782
SoundC,65.24535518573873,1527504210749
SoundC,65.24535518573873,1527504210749
Present,326,1527504210751
Present,326,1527504210751
tiltAircon0_Pitch,-149.1,1527504211466
tiltAircon0_Roll,179.1,1527504211466
Mtest6,true,1527504212466
SoundWindow0,71.74192153839566,1527504213864
SoundWindow1,62.925279082661056,1527504213867
Aircon0Power,On,1527504214563
sensor0_Temperature,26.48,1527504215108
sensor0_Humidity,43.37600140415982,1527504215109
sensor0_Brightness,67.0,1527504215110
sensor1_Temperature,24.25,1527504215111
sensor1_Humidity,44.36256044896643,1527504215112
sensor1_Brightness,53.0,1527504215112
SoundCenter0,70.93204929628801,1527504216175
SoundCenter1,73.95594968642988,1527504216176
SoundCenter2,66.16874859329974,1527504216176
SoundWall0,69.6652399364643,1527504216922
SoundWall1,71.7805682006631,1527504216930
SoundWall2,69.66821993774444,1527504216952
Mtest5,true,1527504217669
SoundC,66.44593723960276,1527504220755
SoundC,66.44593723960276,1527504220755
Present,233,1527504220759
Present,233,1527504220759
sensor0_Temperature,26.48,1527504221478
sensor0_Humidity,43.37600140415982,1527504221478
sensor0_Brightness,67.0,1527504221478
sensor1_Temperature,24.25,1527504221480
sensor1_Humidity,44.36256044896643,1527504221480
sensor1_Brightness,53.0,1527504221480
SoundWindow0,71.80014281325334,1527504223864
SoundWindow1,62.68127782402231,1527504223866
SoundCenter0,70.57566202207455,1527504226174
SoundCenter1,73.8087184585336,1527504226177
SoundCenter2,65.79709686577294,1527504226178
SoundWall0,69.49295950646412,1527504226922
SoundWall1,71.72030676468489,1527504226931
SoundWall2,69.73731531236236,1527504226954
sensor0_Temperature,26.48,1527504227777
sensor0_Humidity,43.37600140415982,1527504227778
sensor0_Brightness,67.0,1527504227779
sensor1_Temperature,24.25,1527504227780
sensor1_Humidity,44.36256044896643,1527504227780
sensor1_Brightness,53.0,1527504227781
Mtest3,true,1527504228361
SoundC,71.84886370856825,1527504230762
SoundC,71.84886370856825,1527504230762
Present,96,1527504230765
Present,96,1527504230765
SoundWindow0,71.51726309519687,1527504233864
SoundWindow1,61.996786776520906,1527504233878
sensor0_Temperature,26.48,1527504234063
sensor0_Humidity,43.37600140415982,1527504234063
sensor0_Brightness,67.0,1527504234064
sensor1_Temperature,24.25,1527504234064
sensor1_Humidity,44.36256044896643,1527504234065
sensor1_Brightness,53.0,1527504234065
SoundCenter0,70.56732647589183,1527504236174
SoundCenter1,73.83921394224673,1527504236176
SoundCenter2,65.85622424269326,1527504236177
Mtest1,true,1527504236430
SoundWall0,69.81051915924515,1527504236922
SoundWall1,72.25916923854719,1527504236928
SoundWall2,70.21525179260334,1527504236945
Mtest8,false,1527504240071
sensor0_Temperature,26.48,1527504240366
sensor0_Humidity,43.37600140415982,1527504240367
sensor0_Brightness,67.0,1527504240368
sensor1_Temperature,24.25,1527504240368
sensor1_Humidity,44.36256044896643,1527504240369
sensor1_Brightness,53.0,1527504240369
SoundC,77.50193375604124,1527504240771
SoundC,77.50193375604124,1527504240771
Present,100,1527504240774
Present,100,1527504240774
seat5AOccupied,true,1527504242071
totalSeatCount,8,1527504242071
Mtest6,true,1527504242071
SoundWindow0,72.22759229422562,1527504243864
SoundWindow1,62.35887124020268,1527504243867
tiltTest_Pitch,5.47,1527504244700
tiltTest_Roll,-0.81,1527504244700
SoundCenter0,70.3953541356195,1527504246174
SoundCenter1,74.15429551557322,1527504246177
SoundCenter2,65.9113615738496,1527504246178
sensor0_Temperature,26.48,1527504246774
sensor0_Humidity,43.37600140415982,1527504246774
sensor0_Brightness,67.0,1527504246775
sensor1_Temperature,24.25,1527504246775
sensor1_Humidity,44.36256044896643,1527504246775
sensor1_Brightness,53.0,1527504246775
SoundWall0,70.91298123732948,1527504246922
SoundWall1,72.68621071153606,1527504246931
SoundWall2,70.67106974051913,1527504246942
Mtest8,true,1527504247700
Mtest5,true,1527504247700
seat3AOccupied,false,1527504249605
totalSeatCount,7,1527504249605
SoundC,69.11838317407611,1527504250777
SoundC,69.11838317407611,1527504250777
Present,78,1527504250780
Present,78,1527504250780
sensor0_Temperature,26.48,1527504253113
sensor0_Humidity,43.37600140415982,1527504253114
sensor0_Brightness,67.0,1527504253115
sensor1_Temperature,24.25,1527504253116
sensor1_Humidity,44.36256044896643,1527504253116
sensor1_Brightness,53.0,1527504253117
SoundWindow0,72.91775242956011,1527504253864
SoundWindow1,62.89547670188383,1527504253868
SoundCenter0,70.615397473363,1527504256174
SoundCenter1,74.30025356685562,1527504256176
SoundCenter2,66.61126967753117,1527504256177
SoundWall0,71.17039786105474,1527504256922
SoundWall1,72.94007545300242,1527504256931
SoundWall2,71.06466586866671,1527504256952
Mtest3,true,1527504258605
sensor0_Temperature,26.48,1527504259420
sensor0_Humidity,43.37600140415982,1527504259421
sensor0_Brightness,67.0,1527504259422
sensor1_Temperature,24.25,1527504259422
sensor1_Humidity,44.36256044896643,1527504259422
sensor1_Brightness,53.0,1527504259423
tiltAircon1_Pitch,-151.34,1527504260698
tiltAircon1_Roll,178.26,1527504260698
SoundC,65.24535518573873,1527504260784
SoundC,65.24535518573873,1527504260784
Present,97,1527504260787
Present,97,1527504260787
SoundWindow0,72.89608350159067,1527504263864
sensor0_Temperature,26.48,1527504265743
sensor0_Humidity,43.37600140415982,1527504265743
sensor0_Brightness,67.0,1527504265744
sensor1_Temperature,24.25,1527504265744
sensor1_Humidity,44.36256044896643,1527504265744
sensor1_Brightness,53.0,1527504265745
SoundCenter0,70.52471683291398,1527504266174
SoundCenter1,74.22721209832552,1527504266176
SoundCenter2,67.36852342511884,1527504266177
Mtest1,true,1527504266698
SoundWall0,72.03980218489228,1527504266922
SoundWall1,73.31923447855101,1527504266930
SoundWall2,71.53091945171644,1527504266948
SoundWindow1,62.69467394817692,1527504267375
Aircon1Power,On,1527504268857
SoundC,73.45017003946069,1527504270789
SoundC,73.45017003946069,1527504270789
Present,123,1527504270793
Present,123,1527504270793
tiltAircon0_Pitch,-147.64,1527504271621
tiltAircon0_Roll,179.05,1527504271621
sensor0_Temperature,26.48,1527504272041
sensor0_Humidity,43.37600140415982,1527504272041
sensor0_Brightness,67.0,1527504272042
sensor1_Temperature,24.25,1527504272043
sensor1_Humidity,44.36256044896643,1527504272043
sensor1_Brightness,53.0,1527504272043
SoundWindow0,72.47310158353143,1527504273864
SoundWindow1,62.28364366170961,1527504273865
Mtest6,true,1527504275621
SoundCenter0,71.00043391904076,1527504276174
SoundCenter1,73.82354628628975,1527504276176
SoundCenter2,66.73980892421142,1527504276177
SoundWall0,72.07081766687934,1527504276922
SoundWall1,73.31536442003741,1527504276931
SoundWall2,71.65459754794367,1527504276945
Mtest8,true,1527504277948
sensor0_Temperature,26.48,1527504278378
sensor0_Humidity,43.37600140415982,1527504278378
sensor0_Brightness,67.0,1527504278379
sensor1_Temperature,24.25,1527504278380
sensor1_Humidity,44.36256044896643,1527504278380
sensor1_Brightness,53.0,1527504278381
Aircon0Power,On,1527504278703
SoundC,68.0998289029382,1527504280796
SoundC,68.0998289029382,1527504280796
Present,185,1527504280800
Present,185,1527504280800
SoundWindow0,72.41916352950415,1527504283864
SoundWindow1,62.06021974905686,1527504283865
sensor0_Temperature,26.48,1527504284671
sensor0_Humidity,43.37600140415982,1527504284672
sensor0_Brightness,67.0,1527504284672
sensor1_Temperature,24.25,1527504284673
sensor1_Humidity,44.36256044896643,1527504284673
sensor1_Brightness,53.0,1527504284673
Mtest5,false,1527504284859
SoundCenter0,70.64350702570557,1527504286174
SoundCenter1,73.61413284240662,1527504286176
SoundCenter2,66.23545354026244,1527504286177
SoundWall0,71.35192366815524,1527504286922
SoundWall1,72.57087231564452,1527504286931
SoundWall2,70.74329787627838,1527504286952
SoundC,68.0998289029382,1527504290804
SoundC,68.0998289029382,1527504290804
Present,202,1527504290807
Present,202,1527504290807
sensor0_Temperature,26.48,1527504290958
sensor0_Humidity,43.37600140415982,1527504290958
sensor0_Brightness,67.0,1527504290959
sensor1_Temperature,24.25,1527504290959
sensor1_Humidity,44.36256044896643,1527504290960
sensor1_Brightness,53.0,1527504290960
SoundWindow0,72.25363155247183,1527504293864
SoundWindow1,61.62866168776097,1527504293865
Mtest3,false,1527504295859
SoundCenter0,69.3764323993339,1527504296174
SoundCenter1,72.83447707723371,1527504296176
SoundCenter2,64.6499372936954,1527504296178
SoundWall0,70.09211222427115,1527504296922
SoundWall1,71.1521819651186,1527504296931
SoundWall2,69.33491020723048,1527504296945
sensor0_Temperature,26.48,1527504297270
sensor0_Humidity,43.37600140415982,1527504297271
sensor0_Brightness,67.0,1527504297272
sensor1_Temperature,24.25,1527504297272
sensor1_Humidity,44.36256044896643,1527504297273
sensor1_Brightness,53.0,1527504297273
Mtest5,true,1527504299859
SoundC,71.42349921662418,1527504300811
SoundC,71.42349921662418,1527504300811
Present,226,1527504300817
Present,226,1527504300817
sensor0_Temperature,26.48,1527504303593
sensor0_Humidity,43.37600140415982,1527504303594
sensor0_Brightness,67.0,1527504303594
sensor1_Temperature,24.25,1527504303595
sensor1_Humidity,44.36256044896643,1527504303595
sensor1_Brightness,53.0,1527504303596
SoundWindow0,71.67420557558908,1527504303864
Mtest1,false,1527504303880
SoundWindow1,61.21139712895055,1527504304493
tiltTest_Pitch,5.58,1527504304880
tiltTest_Roll,-0.87,1527504304880
Mtest6,true,1527504305880
SoundCenter0,68.986558320656,1527504306174
SoundCenter1,71.66478276283337,1527504306176
SoundCenter2,64.25185099673371,1527504306177
SoundWall0,69.11976509538468,1527504306922
SoundWall1,70.88796157780308,1527504306931
SoundWall2,68.44606856593286,1527504306944
sensor0_Temperature,26.48,1527504309894
sensor0_Humidity,43.37600140415982,1527504309895
sensor0_Brightness,67.0,1527504309897
sensor1_Temperature,24.25,1527504309898
sensor1_Humidity,44.36256044896643,1527504309899
sensor1_Brightness,53.0,1527504309900
SoundC,78.37870659506,1527504310820
SoundC,78.37870659506,1527504310820
Present,171,1527504310826
Present,171,1527504310826
SoundWindow0,72.10275012427024,1527504313864
SoundWindow1,60.64274007732652,1527504313865
Mtest8,false,1527504314530
SoundCenter0,68.83098224171322,1527504316174
SoundCenter1,71.56084450531762,1527504316176
SoundCenter2,63.65965751507829,1527504316177
sensor0_Temperature,26.48,1527504316199
sensor0_Humidity,43.37600140415982,1527504316200
sensor0_Brightness,67.0,1527504316200
sensor1_Temperature,24.25,1527504316201
sensor1_Humidity,44.36256044896643,1527504316202
sensor1_Brightness,53.0,1527504316202
SoundWall0,69.11242748623934,1527504316922
SoundWall1,70.66914823508907,1527504316930
SoundWall2,68.39811002562533,1527504316941
tiltAircon1_Pitch,199.98,1527504320530
tiltAircon1_Roll,199.98,1527504320530
SoundC,74.19700410241327,1527504320830
SoundC,74.19700410241327,1527504320830
Present,214,1527504320836
Present,214,1527504320836
sensor0_Temperature,26.48,1527504322492
sensor0_Humidity,43.37600140415982,1527504322493
sensor0_Brightness,67.0,1527504322494
sensor1_Temperature,24.25,1527504322495
sensor1_Humidity,44.36256044896643,1527504322496
sensor1_Brightness,53.0,1527504322496
Aircon1Power,Off,1527504323026
SoundWindow0,71.08181349598053,1527504323864
SoundWindow1,60.13782002196612,1527504323865
SoundCenter0,68.1515309723548,1527504326174
SoundCenter1,71.09986381056162,1527504326183
SoundCenter2,62.66414259557119,1527504326184
SoundWall0,68.13523681896082,1527504326922
SoundWall1,69.70544913875842,1527504326930
SoundWall2,67.67804162960341,1527504326944
seat2AOccupied,true,1527504328026
totalSeatCount,8,1527504328026
sensor0_Temperature,26.48,1527504328823
sensor0_Humidity,43.37600140415982,1527504328823
sensor0_Brightness,67.0,1527504328824
sensor1_Temperature,24.25,1527504328825
sensor1_Humidity,44.36256044896643,1527504328825
sensor1_Brightness,53.0,1527504328826
Mtest5,true,1527504330098
SoundC,75.93060245540138,1527504330838
SoundC,75.93060245540138,1527504330838
Present,218,1527504330844
Present,218,1527504330844
tiltAircon0_Pitch,-147.03,1527504331357
tiltAircon0_Roll,179.88,1527504331357
seat2AOccupied,false,1527504333357
totalSeatCount,7,1527504333357
SoundWindow0,71.49661636772734,1527504333864
SoundWindow1,60.35404961295512,1527504333866
sensor0_Temperature,26.48,1527504335132
sensor0_Humidity,43.37600140415982,1527504335133
sensor0_Brightness,67.0,1527504335134
sensor1_Temperature,24.25,1527504335134
sensor1_Humidity,44.36256044896643,1527504335135
sensor1_Brightness,53.0,1527504335135
SoundCenter0,67.17822808398427,1527504336174
SoundCenter1,70.97545442501786,1527504336177
SoundCenter2,63.01795056935951,1527504336178
SoundWall0,68.36260330829687,1527504336922
SoundWall1,69.74568846177527,1527504336931
SoundWall2,67.90558787878241,1527504336942
SoundC,68.61682354019833,1527504340848
SoundC,68.61682354019833,1527504340848
Present,222,1527504340854
Present,222,1527504340854
sensor0_Temperature,26.48,1527504341460
sensor0_Humidity,43.37600140415982,1527504341460
sensor0_Brightness,67.0,1527504341461
sensor1_Temperature,24.25,1527504341461
sensor1_Humidity,44.36256044896643,1527504341462
sensor1_Brightness,53.0,1527504341462
Mtest6,false,1527504342357
SoundWindow0,71.54931637676675,1527504343864
SoundWindow1,60.47812866497621,1527504344502
SoundCenter0,67.19881017900563,1527504346174
SoundCenter1,70.51553202031285,1527504346176
SoundCenter2,62.98119692654427,1527504346177
SoundWall0,68.96690435357884,1527504346922
SoundWall1,70.29348547016775,1527504346930
SoundWall2,68.38969627956754,1527504346944
sensor0_Temperature,26.48,1527504347758
sensor0_Humidity,43.37600140415982,1527504347759
sensor0_Brightness,67.0,1527504347760
sensor1_Temperature,24.25,1527504347761
sensor1_Humidity,44.36256044896643,1527504347763
sensor1_Brightness,53.0,1527504347764
SoundC,73.06392314376754,1527504350856
SoundC,73.06392314376754,1527504350856
Present,204,1527504350859
Present,204,1527504350859
SoundWindow0,71.80465642648157,1527504353864
SoundWindow1,60.81030339778328,1527504353865
sensor0_Temperature,26.48,1527504354061
sensor0_Humidity,43.37600140415982,1527504354061
sensor0_Brightness,67.0,1527504354062
sensor1_Temperature,24.25,1527504354062
sensor1_Humidity,44.36256044896643,1527504354062
sensor1_Brightness,53.0,1527504354063
SoundCenter0,67.54487472254876,1527504356174
SoundCenter1,70.80089276886045,1527504356176
SoundCenter2,64.02054518372513,1527504356177
SoundWall0,70.15418927321184,1527504356922
SoundWall1,71.34286143860339,1527504356931
SoundWall2,69.20164697168373,1527504356946
sensor0_Temperature,26.48,1527504360350
sensor0_Humidity,43.37600140415982,1527504360350
sensor0_Brightness,67.0,1527504360351
sensor1_Temperature,24.25,1527504360351
sensor1_Humidity,44.36256044896643,1527504360351
sensor1_Brightness,53.0,1527504360351
SoundC,76.89092096632638,1527504360865
SoundC,76.89092096632638,1527504360865
Present,181,1527504360868
Present,181,1527504360868
SoundWindow0,72.30412534500462,1527504363864
SoundWindow1,61.08680721909675,1527504363865
tiltTest_Pitch,5.63,1527504365357
tiltTest_Roll,-0.69,1527504365357
SoundCenter0,67.60949300594568,1527504366174
SoundCenter1,71.02710087288581,1527504366177
SoundCenter2,64.4131670971039,1527504366178
Mtest5,false,1527504366357
sensor0_Temperature,26.48,1527504366644
sensor0_Humidity,43.37600140415982,1527504366645
sensor0_Brightness,67.0,1527504366646
sensor1_Temperature,24.25,1527504366648
sensor1_Humidity,44.36256044896643,1527504366650
sensor1_Brightness,53.0,1527504366650
SoundWall0,70.45199699337664,1527504366922
SoundWall1,70.97353292171451,1527504366931
SoundWall2,69.49199873113459,1527504366944
SoundC,68.0998289029382,1527504370874
SoundC,68.0998289029382,1527504370874
Present,217,1527504370877
Present,217,1527504370877
sensor0_Temperature,26.48,1527504372943
sensor0_Humidity,43.37600140415982,1527504372943
sensor0_Brightness,67.0,1527504372943
sensor1_Temperature,24.25,1527504372944
sensor1_Humidity,44.36256044896643,1527504372944
sensor1_Brightness,53.0,1527504372944
SoundWindow0,71.57097055268869,1527504373864
SoundWindow1,61.06146839915955,1527504373868
SoundCenter0,67.44304655153904,1527504376174
SoundCenter1,70.95153055628775,1527504376177
SoundCenter2,64.50640100326085,1527504376178
SoundWall0,70.14114057252027,1527504376922
SoundWall1,70.67042789694851,1527504376930
SoundWall2,69.04289240107116,1527504376944
Mtest3,true,1527504378357
sensor0_Temperature,26.48,1527504379231
sensor0_Humidity,43.37600140415982,1527504379232
sensor0_Brightness,67.0,1527504379232
sensor1_Temperature,24.25,1527504379234
sensor1_Humidity,44.36256044896643,1527504379235
sensor1_Brightness,53.0,1527504379235
InferredPresence,false,1527504379386
InferredPresence,true,1527504379392
tiltAircon1_Pitch,-153.91,1527504380598
tiltAircon1_Roll,178.15,1527504380598
Aircon0Power,On,1527504380680
SoundC,70.0787016850011,1527504380881
SoundC,70.0787016850011,1527504380881
Present,162,1527504380884
Present,162,1527504380884
SoundWindow0,71.56548868127685,1527504383864
SoundWindow1,61.08178291133103,1527504383867
sensor0_Temperature,26.48,1527504385526
sensor0_Humidity,43.37600140415982,1527504385527
sensor0_Brightness,67.0,1527504385529
sensor1_Temperature,24.25,1527504385530
sensor1_Humidity,44.36256044896643,1527504385531
sensor1_Brightness,53.0,1527504385533
SoundCenter0,67.8838728568982,1527504386174
SoundCenter1,71.17247948777452,1527504386176
SoundCenter2,64.41058824588356,1527504386177
SoundWall0,69.81339835677825,1527504386922
SoundWall1,70.51189144195638,1527504386930
SoundWall2,69.52383659815617,1527504386946
SoundC,71.84886370856825,1527504390885
SoundC,71.84886370856825,1527504390885
Present,227,1527504390888
Present,227,1527504390888
tiltAircon0_Pitch,-147.52,1527504391599
tiltAircon0_Roll,178.81,1527504391599
sensor0_Temperature,26.48,1527504391861
sensor0_Humidity,43.37600140415982,1527504391861
sensor0_Brightness,67.0,1527504391862
sensor1_Temperature,24.25,1527504391863
sensor1_Humidity,44.36256044896643,1527504391863
sensor1_Brightness,53.0,1527504391864
SoundWindow0,71.55480261023003,1527504393864
SoundWindow1,61.47618973079822,1527504393871
SoundCenter0,68.5019390211416,1527504396174
SoundCenter1,71.07534291837331,1527504396177
SoundCenter2,64.36961370721973,1527504396178
SoundWall0,69.9896475782436,1527504396922
SoundWall1,70.58298506357386,1527504396930
SoundWall2,69.49249815064381,1527504396947
sensor0_Temperature,26.48,1527504398173
sensor0_Humidity,43.37600140415982,1527504398174
sensor0_Brightness,67.0,1527504398174
sensor1_Temperature,24.25,1527504398175
sensor1_Humidity,44.36256044896643,1527504398175
sensor1_Brightness,53.0,1527504398175
SoundC,75.59789851419828,1527504400890
SoundC,75.59789851419828,1527504400890
Present,231,1527504400892
Present,231,1527504400892
SoundWindow0,72.01914935377246,1527504403864
sensor0_Temperature,26.48,1527504404466
sensor0_Humidity,43.37600140415982,1527504404466
sensor0_Brightness,67.0,1527504404467
sensor1_Temperature,24.25,1527504404468
sensor1_Humidity,44.36256044896643,1527504404468
sensor1_Brightness,53.0,1527504404469
SoundWindow1,61.98799078077097,1527504404914
SoundCenter0,68.98731657808385,1527504406174
SoundCenter1,71.37134335789443,1527504406177
SoundCenter2,65.06086915283664,1527504406178
SoundWall0,70.85289689341319,1527504406922
SoundWall1,71.52505698539477,1527504406931
SoundWall2,70.98774221193733,1527504406946
Mtest3,true,1527504408599
sensor0_Temperature,26.48,1527504410756
sensor0_Humidity,43.37600140415982,1527504410756
sensor0_Brightness,67.0,1527504410756
sensor1_Temperature,24.25,1527504410757
sensor1_Humidity,44.36256044896643,1527504410757
sensor1_Brightness,53.0,1527504410757
SoundC,70.0787016850011,1527504410895
SoundC,70.0787016850011,1527504410895
Present,225,1527504410898
Present,225,1527504410898
Aircon1Power,On,1527504411197
Aircon0Power,On,1527504411199
SoundWindow0,71.63472021400791,1527504413864
SoundWindow1,61.919315777578646,1527504413868
SoundCenter0,69.44311302702553,1527504416174
SoundCenter1,71.62579314540724,1527504416176
SoundCenter2,65.12972166721406,1527504416177
SoundWall0,70.51746496106081,1527504416922
SoundWall1,71.248641503706,1527504416932
SoundWall2,70.82441733100806,1527504416949
sensor0_Temperature,26.48,1527504417054
sensor0_Humidity,43.37600140415982,1527504417055
sensor0_Brightness,67.0,1527504417056
sensor1_Temperature,24.25,1527504417057
sensor1_Humidity,44.36256044896643,1527504417057
sensor1_Brightness,53.0,1527504417058
SoundC,70.987085069563,1527504420902
SoundC,70.987085069563,1527504420902
Present,224,1527504420906
Present,224,1527504420906
sensor0_Temperature,26.48,1527504423409
sensor0_Humidity,43.37600140415982,1527504423409
sensor0_Brightness,67.0,1527504423409
sensor1_Temperature,24.25,1527504423410
sensor1_Humidity,44.36256044896643,1527504423410
sensor1_Brightness,53.0,1527504423410
SoundWindow0,71.54400460100281,1527504423864
SoundWindow1,61.96111820403337,1527504423868
tiltTest_Pitch,5.6,1527504425841
tiltTest_Roll,-0.93,1527504425841
SoundCenter0,69.37311790015032,1527504426174
SoundCenter1,71.68270964212542,1527504426177
SoundCenter2,64.71321221450054,1527504426178
SoundWall0,70.51287368784226,1527504426922
SoundWall1,71.56549794272225,1527504426931
SoundWall2,70.74177727362304,1527504426944
sensor0_Temperature,26.48,1527504429723
sensor0_Humidity,43.37600140415982,1527504429723
sensor0_Brightness,67.0,1527504429724
sensor1_Temperature,24.25,1527504429724
sensor1_Humidity,44.36256044896643,1527504429725
sensor1_Brightness,53.0,1527504429726
SoundC,75.93060245540138,1527504430911
SoundC,75.93060245540138,1527504430911
Present,263,1527504430914
Present,263,1527504430914
SoundWindow0,71.32130234709888,1527504433864
SoundWindow1,61.95865691571563,1527504433867
sensor0_Temperature,26.48,1527504436034
sensor0_Humidity,43.37600140415982,1527504436035
sensor0_Brightness,67.0,1527504436036
sensor1_Temperature,24.25,1527504436036
sensor1_Humidity,44.36256044896643,1527504436037
sensor1_Brightness,53.0,1527504436037
SoundCenter0,69.67951986064678,1527504436174
SoundCenter1,71.37129236405123,1527504436176
SoundCenter2,64.7687563823972,1527504436177
SoundWall0,70.34760150711234,1527504436922
SoundWall1,71.53015671740518,1527504436930
SoundWall2,71.04290706770689,1527504436944
tiltAircon1_Pitch,199.98,1527504440841
tiltAircon1_Roll,199.98,1527504440841
SoundC,70.987085069563,1527504440918
SoundC,70.987085069563,1527504440918
Present,265,1527504440922
Present,265,1527504440922
sensor0_Temperature,26.48,1527504442324
sensor0_Humidity,43.37600140415982,1527504442324
sensor0_Brightness,67.0,1527504442324
sensor1_Temperature,24.25,1527504442325
sensor1_Humidity,44.36256044896643,1527504442325
sensor1_Brightness,53.0,1527504442326
Aircon1Power,Off,1527504443354
SoundWindow0,71.17354992969817,1527504443864
SoundWindow1,61.79850025644801,1527504443870
Mtest3,false,1527504445955
SoundCenter0,69.54096995606945,1527504446174
SoundCenter1,71.18736784950015,1527504446176
SoundCenter2,65.50622261566609,1527504446177
SoundWall0,70.76155111229158,1527504446922
SoundWall1,71.81835895467351,1527504446930
SoundWall2,71.10726716361985,1527504446949
sensor0_Temperature,26.48,1527504448618
sensor0_Humidity,43.37600140415982,1527504448619
sensor0_Brightness,67.0,1527504448619
sensor1_Temperature,24.25,1527504448620
sensor1_Humidity,44.36256044896643,1527504448620
sensor1_Brightness,53.0,1527504448620
SoundC,69.60540278108363,1527504450925
SoundC,69.60540278108363,1527504450925
Present,159,1527504450929
Present,159,1527504450929
tiltAircon0_Pitch,-148.66,1527504451955
tiltAircon0_Roll,178.58,1527504451955
SoundWindow0,71.27139026339842,1527504453864
SoundWindow1,61.36993024379562,1527504454571
sensor0_Temperature,26.48,1527504454940
sensor0_Humidity,43.37600140415982,1527504454940
sensor0_Brightness,67.0,1527504454941
sensor1_Temperature,24.25,1527504454941
sensor1_Humidity,44.36256044896643,1527504454941
sensor1_Brightness,53.0,1527504454942
SoundCenter0,69.6488129673123,1527504456174
SoundCenter1,71.26151840503209,1527504456177
SoundCenter2,65.7997022105237,1527504456178
SoundWall0,70.63073259005697,1527504456922
SoundWall1,71.77641689927994,1527504456930
SoundWall2,70.86466670214513,1527504456941
SoundC,71.42349921662418,1527504460932
SoundC,71.42349921662418,1527504460932
Present,231,1527504460935
