Existence,0,1.49026465E12,1.54097641E12
Seat Occupy,7,1.49026465E12,1.53984434E12
Seat Occupy,9,1.49026465E12,1.53984539E12
Sound,12,1.53984395E12,1.54097641E12
Sound,21,1.53984395E12,1.53984421E12
Sound,32,1.53984395E12,1.5398446E12
Seat Occupy,4,1.53984408E12,1.53984434E12
Light,2,1.53984408E12,1.53984605E12
Sound,22,1.53984421E12,1.54097641E12
Seat Occupy,4,1.53984434E12,1.53984591E12
Seat Occupy,1,1.53984434E12,1.53984605E12
Sound,33,1.5398446E12,1.53984487E12
Sound,32,1.53984487E12,1.54097641E12
Seat Occupy,4,1.53984591E12,1.54097641E12
Light,1,1.53984605E12,1.54097641E12
Light,3,1.53984605E12,1.54097641E12
