Existence,0,1.49026256E12,1.54097641E12
Presentation,0,1.49026256E12,1.54097641E12
Seat Occupy,9,1.49026256E12,1.50115097E12
Seat Occupy,11,1.49026256E12,1.50115149E12
Seat Occupy,1,1.49026256E12,1.50115176E12
Seat Occupy,2,1.49026256E12,1.50115307E12
Seat Occupy,3,1.49026256E12,1.50115333E12
Seat Occupy,8,1.49026256E12,1.50115333E12
Seat Occupy,10,1.49026256E12,1.50115464E12
Light,2,1.49026256E12,1.50115464E12
Projector,0,1.49026256E12,1.54097641E12
Seat Occupy,7,1.50114953E12,1.50115385E12
Sound,31,1.50114953E12,1.54097641E12
Seat Occupy,5,1.50114979E12,1.50115372E12
Seat Occupy,5,1.50115372E12,1.54097641E12
Seat Occupy,9,1.50115385E12,1.50115464E12
Seat Occupy,7,1.50115385E12,1.54097641E12
