Sound_L2, 2015-04-21T18:57:23.000-0700, 2015-04-21T18:57:30.000-0700
DoorOpen, 2015-04-21T18:57:23.000-0700, 2015-04-21T18:57:35.000-0700
DoorPass, 2015-04-21T18:57:24.000-0700, 2015-04-21T18:57:24.000-0700
LightOn, 2015-04-21T18:57:25.000-0700, 2015-04-21T19:23:29.000-0700
DoorPass, 2015-04-21T18:57:30.000-0700, 2015-04-21T18:57:30.000-0700
ChairOccupy, 2015-04-21T18:57:41.000-0700, 2015-04-21T18:59:50.000-0700
Sound_L2, 2015-04-21T18:57:43.000-0700, 2015-04-21T18:57:55.000-0700
ChairOccupy, 2015-04-21T18:57:43.000-0700, 2015-04-21T19:23:24.000-0700
Sound_L2, 2015-04-21T18:58:00.000-0700, 2015-04-21T18:58:02.000-0700
Sound_L2, 2015-04-21T18:58:09.000-0700, 2015-04-21T18:58:19.000-0700
Sound_L1, 2015-04-21T18:58:19.000-0700, 2015-04-21T18:58:23.000-0700
Sound_L2, 2015-04-21T18:58:28.000-0700, 2015-04-21T18:58:30.000-0700
Sound_L2, 2015-04-21T18:58:35.000-0700, 2015-04-21T18:58:50.000-0700
Sound_L2, 2015-04-21T18:58:56.000-0700, 2015-04-21T18:59:00.000-0700
Sound_L1, 2015-04-21T18:59:05.000-0700, 2015-04-21T18:59:15.000-0700
Sound_L2, 2015-04-21T18:59:18.000-0700, 2015-04-21T18:59:32.000-0700
DoorOpen, 2015-04-21T18:59:20.000-0700, 2015-04-21T18:59:27.000-0700
DoorPass, 2015-04-21T18:59:21.000-0700, 2015-04-21T18:59:21.000-0700
Sound_L3, 2015-04-21T18:59:32.000-0700, 2015-04-21T18:59:34.000-0700
Sound_L2, 2015-04-21T18:59:34.000-0700, 2015-04-21T18:59:37.000-0700
Sound_L1, 2015-04-21T18:59:37.000-0700, 2015-04-21T18:59:39.000-0700
Sound_L2, 2015-04-21T18:59:39.000-0700, 2015-04-21T18:59:46.000-0700
Sound_L1, 2015-04-21T18:59:49.000-0700, 2015-04-21T18:59:51.000-0700
Sound_L2, 2015-04-21T18:59:51.000-0700, 2015-04-21T18:59:58.000-0700
DoorOpen, 2015-04-21T18:59:52.000-0700, 2015-04-21T19:02:06.000-0700
DoorPass, 2015-04-21T18:59:53.000-0700, 2015-04-21T18:59:53.000-0700
Sound_L2, 2015-04-21T19:00:08.000-0700, 2015-04-21T19:00:13.000-0700
Sound_L1, 2015-04-21T19:00:13.000-0700, 2015-04-21T19:00:15.000-0700
Sound_L2, 2015-04-21T19:00:15.000-0700, 2015-04-21T19:00:21.000-0700
Sound_L1, 2015-04-21T19:00:21.000-0700, 2015-04-21T19:00:23.000-0700
Sound_L2, 2015-04-21T19:00:23.000-0700, 2015-04-21T19:00:30.000-0700
DoorPass, 2015-04-21T19:00:23.000-0700, 2015-04-21T19:00:23.000-0700
ChairOccupy, 2015-04-21T19:00:32.000-0700, 2015-04-21T19:23:26.000-0700
Sound_L2, 2015-04-21T19:00:36.000-0700, 2015-04-21T19:00:43.000-0700
Sound_L1, 2015-04-21T19:00:43.000-0700, 2015-04-21T19:00:46.000-0700
Sound_L2, 2015-04-21T19:00:46.000-0700, 2015-04-21T19:00:49.000-0700
Sound_L1, 2015-04-21T19:00:49.000-0700, 2015-04-21T19:00:51.000-0700
Sound_L2, 2015-04-21T19:00:51.000-0700, 2015-04-21T19:01:01.000-0700
Sound_L2, 2015-04-21T19:01:07.000-0700, 2015-04-21T19:01:09.000-0700
Sound_L2, 2015-04-21T19:01:12.000-0700, 2015-04-21T19:01:14.000-0700
Sound_L2, 2015-04-21T19:01:20.000-0700, 2015-04-21T19:01:29.000-0700
Sound_L2, 2015-04-21T19:01:33.000-0700, 2015-04-21T19:01:54.000-0700
DoorPass, 2015-04-21T19:02:03.000-0700, 2015-04-21T19:02:03.000-0700
Sound_L2, 2015-04-21T19:02:05.000-0700, 2015-04-21T19:02:07.000-0700
Sound_L2, 2015-04-21T19:02:24.000-0700, 2015-04-21T19:02:26.000-0700
Sound_L1, 2015-04-21T19:02:26.000-0700, 2015-04-21T19:02:28.000-0700
Sound_L2, 2015-04-21T19:02:34.000-0700, 2015-04-21T19:02:36.000-0700
Sound_L2, 2015-04-21T19:02:40.000-0700, 2015-04-21T19:02:44.000-0700
Sound_L2, 2015-04-21T19:02:49.000-0700, 2015-04-21T19:02:53.000-0700
Sound_L2, 2015-04-21T19:02:57.000-0700, 2015-04-21T19:03:05.000-0700
Sound_L2, 2015-04-21T19:03:09.000-0700, 2015-04-21T19:03:16.000-0700
Sound_L2, 2015-04-21T19:03:20.000-0700, 2015-04-21T19:03:22.000-0700
Sound_L2, 2015-04-21T19:03:28.000-0700, 2015-04-21T19:03:30.000-0700
Sound_L2, 2015-04-21T19:03:36.000-0700, 2015-04-21T19:03:42.000-0700
Sound_L1, 2015-04-21T19:03:45.000-0700, 2015-04-21T19:03:52.000-0700
Sound_L2, 2015-04-21T19:03:52.000-0700, 2015-04-21T19:03:54.000-0700
Sound_L1, 2015-04-21T19:03:54.000-0700, 2015-04-21T19:03:56.000-0700
Sound_L2, 2015-04-21T19:04:00.000-0700, 2015-04-21T19:04:09.000-0700
Sound_L2, 2015-04-21T19:04:20.000-0700, 2015-04-21T19:04:22.000-0700
Sound_L2, 2015-04-21T19:04:34.000-0700, 2015-04-21T19:04:36.000-0700
Sound_L2, 2015-04-21T19:04:42.000-0700, 2015-04-21T19:04:44.000-0700
Sound_L2, 2015-04-21T19:04:51.000-0700, 2015-04-21T19:04:53.000-0700
Sound_L2, 2015-04-21T19:04:59.000-0700, 2015-04-21T19:05:01.000-0700
Sound_L2, 2015-04-21T19:05:15.000-0700, 2015-04-21T19:05:17.000-0700
Sound_L1, 2015-04-21T19:05:23.000-0700, 2015-04-21T19:05:27.000-0700
