Sound_L2, 2015-05-11T15:58:22.000-0700, 2015-05-11T15:58:27.000-0700
DoorOpen, 2015-05-11T15:58:23.000-0700, 2015-05-11T16:02:59.000-0700
DoorPass, 2015-05-11T15:58:24.000-0700, 2015-05-11T15:58:24.000-0700
LightOn, 2015-05-11T15:58:27.000-0700, 2015-05-11T17:00:33.000-0700
Sound_L2, 2015-05-11T15:58:35.000-0700, 2015-05-11T15:58:37.000-0700
Sound_L2, 2015-05-11T15:58:45.000-0700, 2015-05-11T15:58:47.000-0700
Sound_L2, 2015-05-11T15:58:53.000-0700, 2015-05-11T15:59:01.000-0700
Sound_L2, 2015-05-11T15:59:08.000-0700, 2015-05-11T15:59:20.000-0700
Sound_L1, 2015-05-11T15:59:20.000-0700, 2015-05-11T15:59:22.000-0700
Sound_L3, 2015-05-11T15:59:22.000-0700, 2015-05-11T15:59:27.000-0700
Sound_L2, 2015-05-11T15:59:27.000-0700, 2015-05-11T15:59:33.000-0700
ChairOccupy, 2015-05-11T15:59:31.000-0700, 2015-05-11T16:59:56.000-0700
Sound_L2, 2015-05-11T15:59:36.000-0700, 2015-05-11T15:59:38.000-0700
Sound_L3, 2015-05-11T15:59:38.000-0700, 2015-05-11T15:59:40.000-0700
Sound_L2, 2015-05-11T15:59:40.000-0700, 2015-05-11T15:59:42.000-0700
Sound_L3, 2015-05-11T15:59:45.000-0700, 2015-05-11T15:59:47.000-0700
Sound_L2, 2015-05-11T15:59:50.000-0700, 2015-05-11T15:59:58.000-0700
Sound_L2, 2015-05-11T16:00:04.000-0700, 2015-05-11T16:00:06.000-0700
Sound_L1, 2015-05-11T16:00:06.000-0700, 2015-05-11T16:00:10.000-0700
DoorPass, 2015-05-11T16:00:09.000-0700, 2015-05-11T16:00:09.000-0700
Sound_L2, 2015-05-11T16:00:10.000-0700, 2015-05-11T16:00:15.000-0700
Sound_L2, 2015-05-11T16:00:18.000-0700, 2015-05-11T16:00:20.000-0700
Sound_L3, 2015-05-11T16:00:20.000-0700, 2015-05-11T16:00:23.000-0700
Sound_L2, 2015-05-11T16:00:23.000-0700, 2015-05-11T16:00:27.000-0700
Sound_L2, 2015-05-11T16:00:30.000-0700, 2015-05-11T16:00:32.000-0700
Sound_L1, 2015-05-11T16:00:32.000-0700, 2015-05-11T16:00:34.000-0700
ChairOccupy, 2015-05-11T16:00:36.000-0700, 2015-05-11T16:02:51.000-0700
Sound_L2, 2015-05-11T16:00:38.000-0700, 2015-05-11T16:00:55.000-0700
Sound_L1, 2015-05-11T16:00:55.000-0700, 2015-05-11T16:01:00.000-0700
Sound_L2, 2015-05-11T16:01:00.000-0700, 2015-05-11T16:01:02.000-0700
Sound_L1, 2015-05-11T16:01:02.000-0700, 2015-05-11T16:01:05.000-0700
Sound_L2, 2015-05-11T16:01:05.000-0700, 2015-05-11T16:01:18.000-0700
Sound_L1, 2015-05-11T16:01:18.000-0700, 2015-05-11T16:01:23.000-0700
Sound_L2, 2015-05-11T16:01:23.000-0700, 2015-05-11T16:01:32.000-0700
Sound_L1, 2015-05-11T16:01:32.000-0700, 2015-05-11T16:01:34.000-0700
Sound_L3, 2015-05-11T16:01:34.000-0700, 2015-05-11T16:01:36.000-0700
Sound_L2, 2015-05-11T16:01:36.000-0700, 2015-05-11T16:01:45.000-0700
Sound_L1, 2015-05-11T16:01:45.000-0700, 2015-05-11T16:01:47.000-0700
Sound_L2, 2015-05-11T16:01:47.000-0700, 2015-05-11T16:01:49.000-0700
Sound_L2, 2015-05-11T16:01:55.000-0700, 2015-05-11T16:02:04.000-0700
Sound_L3, 2015-05-11T16:02:04.000-0700, 2015-05-11T16:02:08.000-0700
Sound_L2, 2015-05-11T16:02:08.000-0700, 2015-05-11T16:02:37.000-0700
Sound_L3, 2015-05-11T16:02:37.000-0700, 2015-05-11T16:02:41.000-0700
Sound_L2, 2015-05-11T16:02:41.000-0700, 2015-05-11T16:02:46.000-0700
Sound_L2, 2015-05-11T16:02:49.000-0700, 2015-05-11T16:02:51.000-0700
Sound_L2, 2015-05-11T16:02:54.000-0700, 2015-05-11T16:02:58.000-0700
Sound_L2, 2015-05-11T16:03:01.000-0700, 2015-05-11T16:03:03.000-0700
ChairOccupy, 2015-05-11T16:03:06.000-0700, 2015-05-11T16:10:07.000-0700
Sound_L2, 2015-05-11T16:03:15.000-0700, 2015-05-11T16:03:26.000-0700
Sound_L2, 2015-05-11T16:03:34.000-0700, 2015-05-11T16:03:36.000-0700
Sound_L2, 2015-05-11T16:03:41.000-0700, 2015-05-11T16:03:43.000-0700
Sound_L2, 2015-05-11T16:03:51.000-0700, 2015-05-11T16:03:56.000-0700
Sound_L2, 2015-05-11T16:03:59.000-0700, 2015-05-11T16:04:03.000-0700
Sound_L2, 2015-05-11T16:04:06.000-0700, 2015-05-11T16:04:26.000-0700
Sound_L2, 2015-05-11T16:04:30.000-0700, 2015-05-11T16:04:32.000-0700
Sound_L2, 2015-05-11T16:04:36.000-0700, 2015-05-11T16:04:38.000-0700
Sound_L2, 2015-05-11T16:04:48.000-0700, 2015-05-11T16:04:53.000-0700
Sound_L2, 2015-05-11T16:04:56.000-0700, 2015-05-11T16:04:58.000-0700
Sound_L2, 2015-05-11T16:05:04.000-0700, 2015-05-11T16:05:06.000-0700
Sound_L2, 2015-05-11T16:05:09.000-0700, 2015-05-11T16:05:11.000-0700
Sound_L3, 2015-05-11T16:05:11.000-0700, 2015-05-11T16:05:13.000-0700
Sound_L1, 2015-05-11T16:05:13.000-0700, 2015-05-11T16:05:15.000-0700
Sound_L2, 2015-05-11T16:05:15.000-0700, 2015-05-11T16:05:22.000-0700
Sound_L3, 2015-05-11T16:05:22.000-0700, 2015-05-11T16:05:24.000-0700
Sound_L2, 2015-05-11T16:05:24.000-0700, 2015-05-11T16:05:26.000-0700
Sound_L2, 2015-05-11T16:05:30.000-0700, 2015-05-11T16:05:32.000-0700
Sound_L2, 2015-05-11T16:05:35.000-0700, 2015-05-11T16:05:37.000-0700
Sound_L2, 2015-05-11T16:05:45.000-0700, 2015-05-11T16:05:50.000-0700
Sound_L2, 2015-05-11T16:05:53.000-0700, 2015-05-11T16:06:00.000-0700
Sound_L2, 2015-05-11T16:06:05.000-0700, 2015-05-11T16:06:07.000-0700
Sound_L1, 2015-05-11T16:06:07.000-0700, 2015-05-11T16:06:09.000-0700
Sound_L1, 2015-05-11T16:06:15.000-0700, 2015-05-11T16:06:18.000-0700
Sound_L2, 2015-05-11T16:06:18.000-0700, 2015-05-11T16:06:22.000-0700
Sound_L2, 2015-05-11T16:06:28.000-0700, 2015-05-11T16:06:37.000-0700
Sound_L1, 2015-05-11T16:06:37.000-0700, 2015-05-11T16:06:39.000-0700
Sound_L3, 2015-05-11T16:06:39.000-0700, 2015-05-11T16:06:41.000-0700
Sound_L2, 2015-05-11T16:06:41.000-0700, 2015-05-11T16:06:43.000-0700
Sound_L2, 2015-05-11T16:06:46.000-0700, 2015-05-11T16:06:48.000-0700
Sound_L2, 2015-05-11T16:06:54.000-0700, 2015-05-11T16:07:05.000-0700
Sound_L2, 2015-05-11T16:07:08.000-0700, 2015-05-11T16:07:20.000-0700
Sound_L2, 2015-05-11T16:07:28.000-0700, 2015-05-11T16:07:33.000-0700
Sound_L1, 2015-05-11T16:07:33.000-0700, 2015-05-11T16:07:35.000-0700
Sound_L2, 2015-05-11T16:07:35.000-0700, 2015-05-11T16:07:38.000-0700
Sound_L1, 2015-05-11T16:07:38.000-0700, 2015-05-11T16:07:45.000-0700
Sound_L2, 2015-05-11T16:07:45.000-0700, 2015-05-11T16:07:52.000-0700
Sound_L2, 2015-05-11T16:07:58.000-0700, 2015-05-11T16:08:00.000-0700
Sound_L2, 2015-05-11T16:08:03.000-0700, 2015-05-11T16:08:13.000-0700
Sound_L2, 2015-05-11T16:08:16.000-0700, 2015-05-11T16:08:24.000-0700
Sound_L1, 2015-05-11T16:08:24.000-0700, 2015-05-11T16:08:26.000-0700
Sound_L2, 2015-05-11T16:08:26.000-0700, 2015-05-11T16:08:31.000-0700
Sound_L1, 2015-05-11T16:08:31.000-0700, 2015-05-11T16:08:33.000-0700
Sound_L2, 2015-05-11T16:08:36.000-0700, 2015-05-11T16:08:38.000-0700
